Step Time Temp Pressure_Wall Energy Count
9320 93.200000 0.666575 66.826771 199972.373558 100000.000000
9340 93.400000 0.666575 67.044688 199972.373542 100000.000000
9360 93.600000 0.666575 67.418487 199972.373529 100000.000000
9380 93.800000 0.666575 64.761637 199972.373485 100000.000000
9400 94.000000 0.666575 69.001872 199972.373482 100000.000000
9420 94.200000 0.666575 67.613913 199972.373466 100000.000000
9440 94.400000 0.666575 67.178251 199972.373459 100000.000000
9460 94.600000 0.666575 67.063537 199972.373454 100000.000000
9480 94.800000 0.666575 66.458670 199972.373477 100000.000000
9500 95.000000 0.666575 66.474175 199972.373421 100000.000000
9520 95.200000 0.666575 68.466509 199972.373376 100000.000000
9540 95.400000 0.666575 67.054483 199972.373355 100000.000000
9560 95.600000 0.666575 66.592615 199972.373355 100000.000000
9580 95.800000 0.666575 66.143150 199972.373364 100000.000000
9600 96.000000 0.666575 67.334190 199972.373381 100000.000000
9620 96.200000 0.666575 65.261203 199972.373342 100000.000000
9640 96.400000 0.666575 67.417911 199972.373373 100000.000000
9660 96.600000 0.666575 64.599309 199972.373388 100000.000000
9680 96.800000 0.666575 66.834384 199972.373375 100000.000000
9700 97.000000 0.666575 67.222781 199972.373409 100000.000000
9720 97.200000 0.666575 64.988101 199972.373406 100000.000000
9740 97.400000 0.666575 65.001168 199972.373411 100000.000000
9760 97.600000 0.666575 67.455818 199972.373455 100000.000000
9780 97.800000 0.666575 64.369250 199972.373464 100000.000000
9800 98.000000 0.666575 65.272588 199972.373469 100000.000000
9820 98.200000 0.666575 69.815927 199972.373484 100000.000000
9840 98.400000 0.666575 63.962322 199972.373484 100000.000000
9860 98.600000 0.666575 65.697895 199972.373519 100000.000000
9880 98.800000 0.666575 66.303472 199972.373508 100000.000000
9900 99.000000 0.666575 66.710359 199972.373539 100000.000000
9920 99.200000 0.666575 64.070571 199972.373504 100000.000000
9940 99.400000 0.666575 64.628624 199972.373495 100000.000000
9960 99.600000 0.666575 67.054740 199972.373461 100000.000000
9980 99.800000 0.666575 68.342791 199972.373452 100000.000000
10000 100.000000 0.666575 66.433048 199972.373462 100000.000000
10020 100.200000 0.666575 66.710559 199972.373460 100000.000000
10040 100.400000 0.666575 65.990219 199972.373454 100000.000000
10060 100.600000 0.666575 66.598108 199972.373480 100000.000000
10080 100.800000 0.666575 67.770542 199972.373508 100000.000000
10100 101.000000 0.666575 64.856930 199972.373503 100000.000000
10120 101.200000 0.666575 65.630420 199972.373495 100000.000000
10140 101.400000 0.666575 65.716242 199972.373462 100000.000000
10160 101.600000 0.666575 67.126113 199972.373442 100000.000000
10180 101.800000 0.666575 67.378158 199972.373502 100000.000000
10200 102.000000 0.666575 69.150081 199972.373514 100000.000000
10220 102.200000 0.666575 66.487924 199972.373511 100000.000000
10240 102.400000 0.666575 64.736194 199972.373501 100000.000000
10260 102.600000 0.666575 65.271857 199972.373554 100000.000000
10280 102.800000 0.666575 66.978538 199972.373553 100000.000000
10300 103.000000 0.666575 67.887168 199972.373553 100000.000000
10320 103.200000 0.666575 71.047383 199972.373549 100000.000000
10340 103.400000 0.666575 64.047758 199972.373551 100000.000000
10360 103.600000 0.666575 68.106241 199972.373548 100000.000000
10380 103.800000 0.666575 66.582885 199972.373530 100000.000000
10400 104.000000 0.666575 67.293688 199972.373531 100000.000000
10420 104.200000 0.666575 69.224171 199972.373519 100000.000000
10440 104.400000 0.666575 64.481716 199972.373528 100000.000000
10460 104.600000 0.666575 69.572300 199972.373501 100000.000000
10480 104.800000 0.666575 67.273774 199972.373500 100000.000000
10500 105.000000 0.666575 68.721884 199972.373501 100000.000000
10520 105.200000 0.666575 69.983135 199972.373539 100000.000000
10540 105.400000 0.666575 65.748387 199972.373491 100000.000000
10560 105.600000 0.666575 66.719033 199972.373483 100000.000000
10580 105.800000 0.666575 65.373852 199972.373445 100000.000000
10600 106.000000 0.666575 67.849897 199972.373469 100000.000000
10620 106.200000 0.666575 66.357449 199972.373480 100000.000000
10640 106.400000 0.666575 67.064702 199972.373427 100000.000000
10660 106.600000 0.666575 67.519136 199972.373414 100000.000000
10680 106.800000 0.666575 65.695541 199972.373418 100000.000000
10700 107.000000 0.666575 66.421403 199972.373406 100000.000000
10720 107.200000 0.666575 67.161320 199972.373329 100000.000000
10740 107.400000 0.666575 66.068095 199972.373282 100000.000000
10760 107.600000 0.666575 65.810992 199972.373287 100000.000000
10780 107.800000 0.666575 68.687528 199972.373259 100000.000000
10800 108.000000 0.666575 67.621290 199972.373254 100000.000000
10820 108.200000 0.666575 65.680535 199972.373264 100000.000000
10840 108.400000 0.666575 67.400141 199972.373210 100000.000000
10860 108.600000 0.666575 66.180810 199972.373220 100000.000000
10880 108.800000 0.666575 66.390567 199972.373229 100000.000000
10900 109.000000 0.666575 64.428176 199972.373206 100000.000000
10920 109.200000 0.666575 62.142535 199972.373194 100000.000000
10940 109.400000 0.666575 66.141815 199972.373151 100000.000000
10960 109.600000 0.666575 67.694896 199972.373125 100000.000000
10980 109.800000 0.666575 67.243191 199972.373156 100000.000000
11000 110.000000 0.666575 65.854798 199972.373162 100000.000000
11020 110.200000 0.666575 66.030791 199972.373150 100000.000000
11040 110.400000 0.666575 65.413823 199972.373155 100000.000000
11060 110.600000 0.666575 66.403354 199972.373172 100000.000000
11080 110.800000 0.666575 64.784142 199972.373172 100000.000000
11100 111.000000 0.666575 65.724240 199972.373202 100000.000000
11120 111.200000 0.666575 64.214565 199972.373211 100000.000000
11140 111.400000 0.666575 67.899783 199972.373197 100000.000000
11160 111.600000 0.666575 67.601564 199972.373193 100000.000000
11180 111.800000 0.666575 64.926576 199972.373159 100000.000000
11200 112.000000 0.666575 69.730581 199972.373149 100000.000000
11220 112.200000 0.666575 65.707907 199972.373157 100000.000000
11240 112.400000 0.666575 68.672665 199972.373152 100000.000000
11260 112.600000 0.666575 68.117801 199972.373131 100000.000000
11280 112.800000 0.666575 65.216017 199972.373111 100000.000000
11300 113.000000 0.666575 65.962521 199972.373064 100000.000000
11320 113.200000 0.666575 66.054453 199972.373029 100000.000000
11340 113.400000 0.666575 65.329918 199972.373049 100000.000000
11360 113.600000 0.666575 68.247519 199972.373046 100000.000000
11380 113.800000 0.666575 71.799557 199972.373044 100000.000000
11400 114.000000 0.666575 68.021239 199972.373070 100000.000000
11420 114.200000 0.666575 66.869192 199972.373078 100000.000000
11440 114.400000 0.666575 64.996466 199972.373117 100000.000000
11460 114.600000 0.666575 65.782010 199972.373116 100000.000000
11480 114.800000 0.666575 61.929516 199972.373126 100000.000000
11500 115.000000 0.666575 69.559290 199972.373141 100000.000000
11520 115.200000 0.666575 66.877272 199972.373100 100000.000000
11540 115.400000 0.666575 69.166298 199972.373164 100000.000000
11560 115.600000 0.666575 67.823203 199972.373196 100000.000000
11580 115.800000 0.666575 64.753025 199972.373212 100000.000000
11600 116.000000 0.666575 69.932553 199972.373198 100000.000000
11620 116.200000 0.666575 68.119924 199972.373162 100000.000000
11640 116.400000 0.666575 64.345979 199972.373197 100000.000000
11660 116.600000 0.666575 68.777886 199972.373229 100000.000000
11680 116.800000 0.666575 69.768457 199972.373231 100000.000000
11700 117.000000 0.666575 63.854900 199972.373200 100000.000000
11720 117.200000 0.666575 63.114021 199972.373221 100000.000000
11740 117.400000 0.666575 68.824851 199972.373206 100000.000000
11760 117.600000 0.666575 64.484839 199972.373174 100000.000000
11780 117.800000 0.666575 69.827267 199972.373232 100000.000000
11800 118.000000 0.666575 68.207182 199972.373243 100000.000000
11820 118.200000 0.666575 67.945573 199972.373232 100000.000000
11840 118.400000 0.666575 66.946282 199972.373179 100000.000000
11860 118.600000 0.666575 66.197714 199972.373156 100000.000000
11880 118.800000 0.666575 69.027365 199972.373165 100000.000000
11900 119.000000 0.666575 63.972006 199972.373158 100000.000000
11920 119.200000 0.666575 63.409601 199972.373124 100000.000000
11940 119.400000 0.666575 66.868180 199972.373146 100000.000000
11960 119.600000 0.666575 64.944266 199972.373112 100000.000000
11980 119.800000 0.666575 65.937605 199972.373158 100000.000000
12000 120.000000 0.666575 65.861960 199972.373131 100000.000000
12020 120.200000 0.666575 66.572279 199972.373105 100000.000000
12040 120.400000 0.666575 67.112982 199972.373104 100000.000000
12060 120.600000 0.666575 67.678971 199972.373093 100000.000000
12080 120.800000 0.666575 61.720214 199972.373089 100000.000000
12100 121.000000 0.666575 69.027798 199972.373059 100000.000000
12120 121.200000 0.666575 62.483462 199972.373078 100000.000000
12140 121.400000 0.666575 66.060950 199972.373056 100000.000000
12160 121.600000 0.666575 65.217421 199972.373080 100000.000000
12180 121.800000 0.666575 67.252602 199972.373037 100000.000000
12200 122.000000 0.666575 68.002696 199972.373014 100000.000000
12220 122.200000 0.666575 66.649513 199972.373015 100000.000000
12240 122.400000 0.666575 64.691266 199972.373000 100000.000000
12260 122.600000 0.666575 65.771509 199972.373018 100000.000000
12280 122.800000 0.666575 65.285421 199972.373037 100000.000000
12300 123.000000 0.666575 68.115563 199972.373014 100000.000000
12320 123.200000 0.666575 67.530865 199972.373073 100000.000000
12340 123.400000 0.666575 68.454743 199972.373074 100000.000000
12360 123.600000 0.666575 67.287805 199972.373111 100000.000000
12380 123.800000 0.666575 64.378865 199972.373109 100000.000000
12400 124.000000 0.666575 69.824785 199972.373085 100000.000000
12420 124.200000 0.666575 66.707319 199972.373066 100000.000000
12440 124.400000 0.666575 70.370283 199972.373047 100000.000000
12460 124.600000 0.666575 68.417142 199972.373056 100000.000000
12480 124.800000 0.666575 64.908082 199972.373035 100000.000000
12500 125.000000 0.666575 69.130307 199972.373020 100000.000000
12520 125.200000 0.666575 66.047177 199972.373015 100000.000000
12540 125.400000 0.666575 66.430658 199972.372988 100000.000000
12560 125.600000 0.666575 67.586799 199972.373036 100000.000000
12580 125.800000 0.666575 68.120026 199972.373046 100000.000000
12600 126.000000 0.666575 64.595921 199972.373067 100000.000000
12620 126.200000 0.666575 66.701979 199972.373025 100000.000000
12640 126.400000 0.666575 64.859043 199972.373036 100000.000000
12660 126.600000 0.666575 68.654857 199972.373026 100000.000000
12680 126.800000 0.666575 68.440662 199972.372971 100000.000000
12700 127.000000 0.666575 64.700097 199972.373022 100000.000000
12720 127.200000 0.666575 64.744639 199972.373009 100000.000000
12740 127.400000 0.666575 66.903975 199972.372995 100000.000000
12760 127.600000 0.666575 64.543517 199972.372982 100000.000000
12780 127.800000 0.666575 66.186136 199972.372962 100000.000000
12800 128.000000 0.666575 70.062544 199972.373008 100000.000000
12820 128.200000 0.666575 64.297042 199972.373024 100000.000000
12840 128.400000 0.666575 69.996509 199972.373065 100000.000000
12860 128.600000 0.666575 65.620487 199972.373033 100000.000000
12880 128.800000 0.666575 67.610162 199972.373038 100000.000000
12900 129.000000 0.666575 66.525220 199972.373037 100000.000000
12920 129.200000 0.666575 69.450731 199972.373071 100000.000000
12940 129.400000 0.666575 62.289122 199972.373078 100000.000000
12960 129.600000 0.666575 66.561810 199972.373046 100000.000000
12980 129.800000 0.666575 66.309785 199972.373035 100000.000000
13000 130.000000 0.666575 65.373060 199972.373045 100000.000000
13020 130.200000 0.666575 68.894312 199972.373004 100000.000000
13040 130.400000 0.666575 67.658973 199972.372999 100000.000000
13060 130.600000 0.666575 66.530489 199972.373052 100000.000000
13080 130.800000 0.666575 66.172614 199972.373080 100000.000000
13100 131.000000 0.666575 66.472120 199972.373050 100000.000000
13120 131.200000 0.666575 61.929535 199972.373040 100000.000000
13140 131.400000 0.666575 65.203808 199972.373009 100000.000000
13160 131.600000 0.666575 73.189972 199972.372999 100000.000000
13180 131.800000 0.666575 61.880762 199972.373022 100000.000000
13200 132.000000 0.666575 66.489894 199972.373021 100000.000000
13220 132.200000 0.666575 66.216238 199972.373013 100000.000000
13240 132.400000 0.666575 66.984346 199972.372989 100000.000000
13260 132.600000 0.666575 64.751248 199972.372980 100000.000000
13280 132.800000 0.666575 67.112266 199972.373016 100000.000000
13300 133.000000 0.666575 64.690299 199972.373012 100000.000000
13320 133.200000 0.666575 63.954523 199972.373014 100000.000000
13340 133.400000 0.666575 69.064532 199972.373018 100000.000000
13360 133.600000 0.666575 67.174697 199972.373035 100000.000000
13380 133.800000 0.666575 69.894551 199972.373031 100000.000000
13400 134.000000 0.666575 66.499252 199972.372986 100000.000000
13420 134.200000 0.666575 68.485861 199972.372991 100000.000000
13440 134.400000 0.666575 66.538766 199972.372992 100000.000000
13460 134.600000 0.666575 65.366723 199972.372961 100000.000000
13480 134.800000 0.666575 67.378019 199972.372990 100000.000000
13500 135.000000 0.666575 68.396791 199972.373023 100000.000000
13520 135.200000 0.666575 62.368462 199972.373064 100000.000000
13540 135.400000 0.666575 69.748285 199972.373033 100000.000000
13560 135.600000 0.666575 67.395336 199972.372916 100000.000000
13580 135.800000 0.666575 64.353538 199972.372884 100000.000000
13600 136.000000 0.666575 67.933169 199972.372889 100000.000000
13620 136.200000 0.666575 63.417727 199972.372870 100000.000000
13640 136.400000 0.666575 67.845580 199972.372945 100000.000000
13660 136.600000 0.666575 65.125901 199972.372951 100000.000000
13680 136.800000 0.666575 71.446347 199972.372992 100000.000000
13700 137.000000 0.666575 68.707949 199972.372962 100000.000000
13720 137.200000 0.666575 66.276995 199972.372940 100000.000000
13740 137.400000 0.666575 66.510707 199972.372970 100000.000000
13760 137.600000 0.666575 67.043456 199972.372985 100000.000000
13780 137.800000 0.666575 65.401304 199972.372998 100000.000000
13800 138.000000 0.666575 71.611791 199972.372986 100000.000000
13820 138.200000 0.666575 68.899981 199972.372955 100000.000000
13840 138.400000 0.666575 63.785860 199972.373037 100000.000000
13860 138.600000 0.666575 67.526298 199972.373066 100000.000000
13880 138.800000 0.666575 63.625582 199972.373099 100000.000000
13900 139.000000 0.666575 68.924487 199972.373095 100000.000000
13920 139.200000 0.666575 67.221675 199972.373091 100000.000000
13940 139.400000 0.666575 67.087510 199972.373098 100000.000000
13960 139.600000 0.666575 65.485437 199972.373130 100000.000000
13980 139.800000 0.666575 64.597963 199972.373130 100000.000000
14000 140.000000 0.666575 69.077224 199972.373174 100000.000000
14020 140.200000 0.666575 65.384067 199972.373154 100000.000000
14040 140.400000 0.666575 64.532766 199972.373148 100000.000000
14060 140.600000 0.666575 67.021291 199972.373104 100000.000000
14080 140.800000 0.666575 66.707415 199972.373061 100000.000000
14100 141.000000 0.666575 67.510171 199972.373037 100000.000000
14120 141.200000 0.666575 61.932295 199972.373048 100000.000000
14140 141.400000 0.666575 64.479171 199972.373063 100000.000000
14160 141.600000 0.666575 68.081823 199972.373022 100000.000000
14180 141.800000 0.666575 67.426376 199972.372993 100000.000000
14200 142.000000 0.666575 67.093601 199972.373026 100000.000000
14220 142.200000 0.666575 70.649209 199972.372996 100000.000000
14240 142.400000 0.666575 66.949068 199972.373026 100000.000000
14260 142.600000 0.666575 67.716505 199972.373009 100000.000000
14280 142.800000 0.666575 65.958071 199972.373041 100000.000000
14300 143.000000 0.666575 64.215109 199972.373042 100000.000000
14320 143.200000 0.666575 62.915864 199972.373011 100000.000000
14340 143.400000 0.666575 66.833743 199972.373015 100000.000000
14360 143.600000 0.666575 66.275399 199972.373019 100000.000000
14380 143.800000 0.666575 65.016440 199972.372997 100000.000000
14400 144.000000 0.666575 65.960014 199972.373012 100000.000000
14420 144.200000 0.666575 69.279762 199972.372997 100000.000000
14440 144.400000 0.666575 67.067683 199972.373024 100000.000000
14460 144.600000 0.666575 65.447256 199972.372978 100000.000000
14480 144.800000 0.666575 69.046278 199972.372972 100000.000000
14500 145.000000 0.666575 68.334431 199972.372995 100000.000000
14520 145.200000 0.666575 67.005207 199972.372981 100000.000000
14540 145.400000 0.666575 66.868445 199972.372915 100000.000000
14560 145.600000 0.666575 65.195496 199972.372919 100000.000000
14580 145.800000 0.666575 66.716038 199972.372924 100000.000000
14600 146.000000 0.666575 66.570872 199972.372936 100000.000000
14620 146.200000 0.666575 65.534874 199972.372947 100000.000000
14640 146.400000 0.666575 68.314398 199972.372950 100000.000000
14660 146.600000 0.666575 66.403576 199972.372938 100000.000000
14680 146.800000 0.666575 64.773577 199972.372902 100000.000000
14700 147.000000 0.666575 65.209544 199972.372899 100000.000000
14720 147.200000 0.666575 66.496900 199972.372847 100000.000000
14740 147.400000 0.666575 66.987950 199972.372840 100000.000000
14760 147.600000 0.666575 67.721084 199972.372822 100000.000000
14780 147.800000 0.666575 67.816387 199972.372844 100000.000000
14800 148.000000 0.666575 67.302594 199972.372887 100000.000000
14820 148.200000 0.666575 69.684626 199972.372814 100000.000000
14840 148.400000 0.666575 68.413942 199972.372839 100000.000000
14860 148.600000 0.666575 65.453699 199972.372788 100000.000000
14880 148.800000 0.666575 63.781213 199972.372797 100000.000000
14900 149.000000 0.666575 66.627731 199972.372799 100000.000000
14920 149.200000 0.666575 69.294088 199972.372826 100000.000000
14940 149.400000 0.666575 67.348153 199972.372853 100000.000000
14960 149.600000 0.666575 62.516857 199972.372852 100000.000000
14980 149.800000 0.666575 67.113024 199972.372890 100000.000000
15000 150.000000 0.666575 69.089671 199972.372899 100000.000000
15020 150.200000 0.666575 65.715722 199972.372885 100000.000000
15040 150.400000 0.666575 67.898574 199972.372871 100000.000000
15060 150.600000 0.666575 65.341021 199972.372881 100000.000000
15080 150.800000 0.666575 68.038294 199972.372843 100000.000000
15100 151.000000 0.666575 65.142292 199972.372835 100000.000000
15120 151.200000 0.666575 64.023657 199972.372803 100000.000000
15140 151.400000 0.666575 65.309581 199972.372826 100000.000000
15160 151.600000 0.666575 67.635866 199972.372812 100000.000000
15180 151.800000 0.666575 67.347741 199972.372817 100000.000000
15200 152.000000 0.666575 62.943775 199972.372860 100000.000000
15220 152.200000 0.666575 68.729197 199972.372876 100000.000000
15240 152.400000 0.666575 67.843813 199972.372834 100000.000000
15260 152.600000 0.666575 67.054295 199972.372873 100000.000000
15280 152.800000 0.666575 66.811164 199972.372880 100000.000000
15300 153.000000 0.666575 66.695406 199972.372854 100000.000000
15320 153.200000 0.666575 65.250281 199972.372882 100000.000000
15340 153.400000 0.666575 65.975489 199972.372910 100000.000000
15360 153.600000 0.666575 67.327033 199972.372898 100000.000000
15380 153.800000 0.666575 64.990073 199972.372911 100000.000000
15400 154.000000 0.666575 67.634330 199972.372931 100000.000000
15420 154.200000 0.666575 64.797866 199972.372893 100000.000000
15440 154.400000 0.666575 67.959653 199972.372850 100000.000000
15460 154.600000 0.666575 67.407962 199972.372863 100000.000000
15480 154.800000 0.666575 65.361299 199972.372821 100000.000000
15500 155.000000 0.666575 66.548079 199972.372824 100000.000000
15520 155.200000 0.666575 67.472193 199972.372811 100000.000000
15540 155.400000 0.666575 68.205865 199972.372829 100000.000000
15560 155.600000 0.666575 69.556425 199972.372800 100000.000000
15580 155.800000 0.666575 66.762006 199972.372824 100000.000000
15600 156.000000 0.666575 63.460526 199972.372791 100000.000000
15620 156.200000 0.666575 69.195113 199972.372817 100000.000000
15640 156.400000 0.666575 66.002594 199972.372809 100000.000000
15660 156.600000 0.666575 66.283610 199972.372842 100000.000000
15680 156.800000 0.666575 66.102301 199972.372851 100000.000000
15700 157.000000 0.666575 65.325703 199972.372834 100000.000000
15720 157.200000 0.666575 62.504649 199972.372855 100000.000000
15740 157.400000 0.666575 65.167055 199972.372889 100000.000000
15760 157.600000 0.666575 69.228140 199972.372866 100000.000000
15780 157.800000 0.666575 68.436550 199972.372905 100000.000000
15800 158.000000 0.666575 67.309545 199972.372899 100000.000000
15820 158.200000 0.666575 68.372723 199972.372897 100000.000000
15840 158.400000 0.666575 66.266964 199972.372914 100000.000000
15860 158.600000 0.666575 66.703652 199972.372889 100000.000000
15880 158.800000 0.666575 64.960993 199972.372860 100000.000000
15900 159.000000 0.666575 65.086798 199972.372826 100000.000000
15920 159.200000 0.666575 68.096711 199972.372845 100000.000000
15940 159.400000 0.666575 67.744314 199972.372830 100000.000000
15960 159.600000 0.666575 68.361647 199972.372797 100000.000000
15980 159.800000 0.666575 70.942323 199972.372825 100000.000000
16000 160.000000 0.666575 65.941085 199972.372824 100000.000000
16020 160.200000 0.666575 64.750099 199972.372804 100000.000000
16040 160.400000 0.666575 65.447877 199972.372862 100000.000000
16060 160.600000 0.666575 68.918469 199972.372873 100000.000000
16080 160.800000 0.666575 65.082159 199972.372857 100000.000000
16100 161.000000 0.666575 65.916559 199972.372855 100000.000000
16120 161.200000 0.666575 63.165365 199972.372881 100000.000000
16140 161.400000 0.666575 63.887531 199972.372856 100000.000000
16160 161.600000 0.666575 65.034581 199972.372902 100000.000000
16180 161.800000 0.666575 65.554390 199972.372874 100000.000000
16200 162.000000 0.666575 70.940359 199972.372864 100000.000000
16220 162.200000 0.666575 68.926514 199972.372881 100000.000000
16240 162.400000 0.666575 66.639832 199972.372830 100000.000000
16260 162.600000 0.666575 66.185238 199972.372875 100000.000000
16280 162.800000 0.666575 68.050795 199972.372880 100000.000000
16300 163.000000 0.666575 66.950356 199972.372922 100000.000000
16320 163.200000 0.666575 66.233697 199972.372892 100000.000000
16340 163.400000 0.666575 68.535667 199972.372910 100000.000000
16360 163.600000 0.666575 66.885379 199972.372926 100000.000000
16380 163.800000 0.666575 66.454026 199972.372906 100000.000000
16400 164.000000 0.666575 65.773829 199972.372953 100000.000000
16420 164.200000 0.666575 68.465897 199972.372951 100000.000000
16440 164.400000 0.666575 65.317197 199972.372959 100000.000000
16460 164.600000 0.666575 66.606289 199972.372931 100000.000000
16480 164.800000 0.666575 70.880303 199972.372891 100000.000000
16500 165.000000 0.666575 66.444106 199972.372890 100000.000000
16520 165.200000 0.666575 66.925814 199972.372883 100000.000000
16540 165.400000 0.666575 65.441797 199972.372880 100000.000000
16560 165.600000 0.666575 68.579703 199972.372911 100000.000000
16580 165.800000 0.666575 64.535500 199972.372834 100000.000000
16600 166.000000 0.666575 64.786369 199972.372850 100000.000000
16620 166.200000 0.666575 63.713978 199972.372839 100000.000000
16640 166.400000 0.666575 65.641692 199972.372853 100000.000000
16660 166.600000 0.666575 64.091747 199972.372856 100000.000000
16680 166.800000 0.666575 70.453149 199972.372844 100000.000000
16700 167.000000 0.666575 67.259394 199972.372867 100000.000000
16720 167.200000 0.666575 64.485095 199972.372876 100000.000000
16740 167.400000 0.666575 65.295585 199972.372935 100000.000000
16760 167.600000 0.666575 66.022336 199972.372910 100000.000000
16780 167.800000 0.666575 67.440185 199972.372892 100000.000000
16800 168.000000 0.666575 66.164525 199972.372909 100000.000000
16820 168.200000 0.666575 68.619958 199972.372954 100000.000000
16840 168.400000 0.666575 64.707700 199972.372945 100000.000000
16860 168.600000 0.666575 68.398740 199972.372964 100000.000000
16880 168.800000 0.666575 69.589304 199972.372974 100000.000000
16900 169.000000 0.666575 68.436988 199972.373002 100000.000000
16920 169.200000 0.666575 66.878414 199972.373011 100000.000000
16940 169.400000 0.666575 64.955203 199972.372974 100000.000000
16960 169.600000 0.666575 67.377739 199972.372990 100000.000000
16980 169.800000 0.666575 65.416708 199972.373016 100000.000000
17000 170.000000 0.666575 66.658703 199972.373029 100000.000000
17020 170.200000 0.666575 67.854500 199972.373002 100000.000000
17040 170.400000 0.666575 68.500274 199972.372987 100000.000000
17060 170.600000 0.666575 69.932841 199972.372966 100000.000000
17080 170.800000 0.666575 64.828994 199972.373005 100000.000000
17100 171.000000 0.666575 67.456139 199972.372997 100000.000000
17120 171.200000 0.666575 63.355405 199972.372967 100000.000000
17140 171.400000 0.666575 67.481686 199972.372969 100000.000000
17160 171.600000 0.666575 66.178724 199972.372945 100000.000000
17180 171.800000 0.666575 65.660262 199972.372960 100000.000000
17200 172.000000 0.666575 65.911913 199972.372941 100000.000000
17220 172.200000 0.666575 68.218406 199972.372940 100000.000000
17240 172.400000 0.666575 65.849074 199972.372917 100000.000000
17260 172.600000 0.666575 67.402086 199972.372907 100000.000000
17280 172.800000 0.666575 68.391015 199972.372929 100000.000000
17300 173.000000 0.666575 65.122187 199972.372946 100000.000000
17320 173.200000 0.666575 65.382470 199972.372951 100000.000000
17340 173.400000 0.666575 65.824116 199972.372919 100000.000000
17360 173.600000 0.666575 66.495709 199972.372946 100000.000000
17380 173.800000 0.666575 69.888269 199972.372994 100000.000000
17400 174.000000 0.666575 66.977910 199972.373096 100000.000000
17420 174.200000 0.666575 68.482116 199972.373070 100000.000000
17440 174.400000 0.666575 66.330943 199972.373118 100000.000000
17460 174.600000 0.666575 65.591922 199972.373077 100000.000000
17480 174.800000 0.666575 67.578803 199972.373032 100000.000000
17500 175.000000 0.666575 66.206469 199972.372998 100000.000000
17520 175.200000 0.666575 68.340415 199972.372962 100000.000000
17540 175.400000 0.666575 66.598732 199972.372985 100000.000000
17560 175.600000 0.666575 69.497639 199972.372988 100000.000000
17580 175.800000 0.666575 66.286887 199972.372992 100000.000000
17600 176.000000 0.666575 63.699220 199972.373017 100000.000000
17620 176.200000 0.666575 64.854423 199972.372986 100000.000000
17640 176.400000 0.666575 65.872029 199972.372916 100000.000000
17660 176.600000 0.666575 65.630201 199972.372897 100000.000000
17680 176.800000 0.666575 67.550232 199972.372883 100000.000000
17700 177.000000 0.666575 63.511433 199972.372857 100000.000000
17720 177.200000 0.666575 61.998543 199972.372862 100000.000000
17740 177.400000 0.666575 66.464946 199972.372838 100000.000000
17760 177.600000 0.666575 67.033627 199972.372849 100000.000000
17780 177.800000 0.666575 66.710990 199972.372835 100000.000000
17800 178.000000 0.666575 65.984003 199972.372845 100000.000000
17820 178.200000 0.666575 68.090810 199972.372849 100000.000000
17840 178.400000 0.666575 67.403381 199972.372842 100000.000000
17860 178.600000 0.666575 66.671874 199972.372865 100000.000000
17880 178.800000 0.666575 66.064541 199972.372865 100000.000000
17900 179.000000 0.666575 68.186435 199972.372866 100000.000000
17920 179.200000 0.666575 65.013306 199972.372826 100000.000000
17940 179.400000 0.666575 68.926887 199972.372833 100000.000000
17960 179.600000 0.666575 66.601920 199972.372806 100000.000000
17980 179.800000 0.666575 64.370014 199972.372771 100000.000000
18000 180.000000 0.666575 67.790768 199972.372768 100000.000000
18020 180.200000 0.666575 67.926511 199972.372775 100000.000000
18040 180.400000 0.666575 64.393974 199972.372762 100000.000000
18060 180.600000 0.666575 65.998656 199972.372746 100000.000000
18080 180.800000 0.666575 65.483893 199972.372734 100000.000000
18100 181.000000 0.666575 66.710980 199972.372726 100000.000000
18120 181.200000 0.666575 65.148064 199972.372759 100000.000000
18140 181.400000 0.666575 69.335665 199972.372736 100000.000000
18160 181.600000 0.666575 67.004852 199972.372712 100000.000000
18180 181.800000 0.666575 67.269046 199972.372682 100000.000000
18200 182.000000 0.666575 65.133832 199972.372643 100000.000000
18220 182.200000 0.666575 66.407226 199972.372649 100000.000000
18240 182.400000 0.666575 67.401020 199972.372663 100000.000000
18260 182.600000 0.666575 65.670227 199972.372686 100000.000000
18280 182.800000 0.666575 66.630473 199972.372709 100000.000000
18300 183.000000 0.666575 68.425537 199972.372701 100000.000000
18320 183.200000 0.666575 65.808409 199972.372684 100000.000000
18340 183.400000 0.666575 66.403169 199972.372665 100000.000000
18360 183.600000 0.666575 68.341244 199972.372704 100000.000000
18380 183.800000 0.666575 66.595595 199972.372701 100000.000000
18400 184.000000 0.666575 67.446981 199972.372698 100000.000000
18420 184.200000 0.666575 69.659008 199972.372663 100000.000000
18440 184.400000 0.666575 70.501391 199972.372684 100000.000000
18460 184.600000 0.666575 65.398055 199972.372681 100000.000000
18480 184.800000 0.666575 65.505362 199972.372707 100000.000000
18500 185.000000 0.666575 67.667837 199972.372713 100000.000000
18520 185.200000 0.666575 67.643846 199972.372715 100000.000000
18540 185.400000 0.666575 66.389141 199972.372717 100000.000000
18560 185.600000 0.666575 66.468387 199972.372704 100000.000000
18580 185.800000 0.666575 67.061345 199972.372662 100000.000000
18600 186.000000 0.666575 64.891127 199972.372668 100000.000000
